text,label
[笑而不语]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
转发微博 ,0
转发微博 ,0
[喵喵] ,0
转发微博 ,0
转发微博 ,0
哈哈哈哈哈哈哈哈哈 ,0
笑晕过去哈哈哈哈哈哈哈哈哈哈哈 ,0
转发微博 ,0
转发微博 ,0
  神龙独步绿洛客 央视整理的这个线最完整  道下一三    荒村DNS    _0段岫0_  冻了两个多月？？腾讯真踏马缺德啊[吐]  壶三猫  垄断企业就是牛逼啊  吴邪手  老干妈的资产四月就冻结了，两个月了，这也就是老干妈血厚，要知道现在是辣椒收获的季节，人家一家企业养活多少 ,0
来了来了 ,0
转发 ,0
 3人伪造老干妈印章与腾讯签合同  腾讯丢钱事小，丢脸事大哈哈哈哈[doge][doge][doge] ??,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈  Sally娜娜1212 一句话总结：真 乘风破浪的姐姐 国民女神——老干妈  ,0
完整版好  DLin水寐 愿天下没有假公章  每天都在犯困喵 哈哈哈哈哈哈哈  江宁婆婆 [允悲][允悲][允悲]你还弄个完整版  ,0
  黑板报的水晶 [费解][费解]  地了个米_运动真快乐 腾讯都翻车了？？  都市怪诞录  哈哈哈，这剧情变得太快了  一玶海岸   腾讯和南山区法院傻眼了，这些人在决定保全人家财产前，都没和老干妈沟通一下么？[汗]  开水族馆的生物男  笑喷了 就觉得老干妈根本不会这么玩 人家又不是BYD ,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 ,0
 腾讯回应被骗  老干妈回应称腾讯被骗了  3人伪造老干妈印章与腾讯签合同 草蛇灰线，伏脉于千里之外 ,1
强  ,0
[打call] ,1
转发 ,0
真是笑死  依晴Emma 你干妈还是你干妈  楚惜刀 老干妈有气运在身啊  画小眉    一只贫穷的毛毛毛  建议影视化  卡李  欧莱雅都比不了的欧气[赞]  harps  老干妈和榨菜萝卜干将是未来三十年的可乐  庄珂瑷  这…[允悲][允悲][允悲]  江宁婆婆  [允悲][允悲][允悲]你还弄个完整版  ,0
转发微博 ,1
还说啥，转一个 ,0
[doge]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
[跪了][跪了][跪了] ,0
转发微博 ,0
转发 ,0
节后余生[羞嗒嗒][羞嗒嗒][羞嗒嗒] ,1
  浪里赤条小粗林 该敲打鹅了……老干妈这次真的飞来横祸  阿下 好好查查  仓酱_ 这么看来 如果不是老干妈，别的中小企业早被它整死了  吴邪手中的冷烟火 老干妈的资产四月就冻结了，两个月了，这也就是老干妈血厚 ,0
好噢[羞嗒嗒] ,0
转发微博 ,0
我来了  ,0
转发微博 ,0
[羞嗒嗒]  用户7472381350会飞的鱼 转发微博 ,0
[污]  用户7472381350会飞的鱼 转发微博 ,0
  伊铃今天画画了吗 鹅厂真的恶   阿沐的机智兰球球  腾讯真的恶   顾盈缺_Viveka    千鹤秋水   捂臉遁走  …我以为就2天 九霄快樂小熊_糕 甜蜜糖  靠真他妈恶 ?  _0段岫0_  冻了两个多月？？腾讯真踏马缺德啊[吐]  吳邪手  老干妈的资产四月就冻结了，两个月了，这也就是老干妈血厚 ,0
转发微博 ,0
转发微博 ,0
  没有羊先生 这是百度对腾讯出其不意的反制策略吗？  虎嗅APP 有消息称，腾讯因在某搜索引擎上误入诈骗网站导致了后续一系列事件的发生  http  t cn/A6yhU2Bc ,1
? http  t cn/A6yh4bTO ,0
转发微博 ,0
 3人伪造老干妈印章与腾讯签合同 没有想到腾讯也会被骗这回丢脸丢大了[哈哈][哈哈][哈哈] ??,0
老干妈才不需要你tx [doge][喵喵] ,0
转发微博 ,0
转发 ,0
[吃瓜]  用户7472381350会飞的鱼 转发微博 ,0
[微风] ,0
哈哈哈哈哈 ,0
[打call] ,0
[亲亲]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
我参与了 第一财经日报 发起的投票【双十一你花了多少钱？】，我投给了“5000以上”这个选项，你也快来表态吧~ ,0
哦吼(?- -`) ,0
[笑cry]  楚惜刀 老干妈有气运在身啊  画小眉    一只贫穷的毛毛毛  建议影视化  卡李  欧莱雅都比不了的欧气[赞]  harps  老干妈和榨菜萝卜干将是未来三十年的可乐  庄珂瑷  这…[允悲][允悲][允悲]  江宁婆婆  [允悲][允悲][允悲]你还弄个完整版  ,0
转发微博 ,0
please ,0
转发微博 ,0
转发微博 ,0
转发微博 ,0
所以腾讯的辣椒酱是置换来的吗？ ,0
转发微博 ,0
转发微博 ,0
哈哈哈哈哈哈  酱油推文君  笑死我了哈哈哈哈哈哈  林水妖  值得一个月流水三十万 ,0
  林熊猫  我觉得QQ飞车血赚，绑上个国民IP   吃瓜群众CJ  老干妈血赚  江宁婆婆  [允悲][允悲][允悲]你还弄个完整版  ,0
活久见系列[吃瓜] ,0
[好爱哦]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
[吃瓜]也许是南山必胜客许久未出江湖了，世人都忘记他的威名了 ,0
  伍帝5718924841 鹅厂的“业余选手”呦~~~“辣椒酱”拉边是三条“职业练家”唷~~ ,0
转发微博 ,0
[太开 ]  用户7472381350会飞的鱼 转发微博 ,0
[兔子]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
[笑而不语]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
[吃瓜]  江宁婆婆 [允悲][允悲][允悲]你还弄个完整版  ,0
 MXC抹茶  真本聪RealSatoshi  OKEX ,0
转发微博 ,0
转发微博 ,0
  肉山大國王   米亚基 ？？？  我是你们的安炭炭呀 ？？两个多月？  _CHiRO_ 冻了两个多月………腾讯卖个头的萌   谢琴酒  就说了卖人设是没有用的，鹅这种缺德企业没必要当看客是傻子哈   _0段岫0_  冻了两个多月？？腾讯真踏马缺德啊[吐]  壶三猫  垄断企业就是牛逼啊 ,0
[鼓掌]  用户7472381350会飞的鱼 转发微博 ,0
有一说一，tx是内部出了问题还怪人家假的辣椒酱？脸呢？？？还营造无辜人设  ,0
 3人伪造老干妈印章与腾讯签合同 【 老干妈回应被腾讯起诉 ：与腾讯没有任何合作，他们被骗了 [费解]】有关腾讯起诉贵州 老干妈 并要求法院冻结后者千万资产等事宜，今天下午，老干妈公司相关负责人回应第一财经记者表示，并没有与腾讯有任何的合作 关于此事，老干妈公司认为，腾讯公司被骗了 老干妈公司已经向警方报案，稍晚会发布声明 腾讯回应起诉老干妈 http  t cn/A6yvxfSk http  t cn/RcgZw8A新泰市,1
  sy3327 哈哈哈哈哈哈  让我好好想一想叫啥 老干妈反告一波未经允许使用自己的商标 ,0
坐等星星落在我头上 ,0
转发微博 ,0
  樱穗Sakura 虽然没买多少，万一呢 ,0
转发微博 ,0
[鲜花]  用户7472381350会飞的鱼 转发微博 ,0
还有 ,0
转发微博 ,0
 腾讯中午的辣椒酱突然不香了  3人伪造老干妈印章与腾讯签合同  【一瓶老干妈】淼哥读大学的时候，吃老干妈辣酱绝对是身份和地位的象征 开一瓶，不吃上一个学期不罢休，困了累了来一粒，平时锁在柜子里         那时候大家都没什么闲钱，男生追女孩子，为显诚意是请吃麦当劳，记得甜筒刚出来的时候，一块钱一个         现在想着请女孩子吃麦当劳？估计这辈子就只能撸管了 ? ? ? ? ?曾经的淼哥，勒紧裤腰带攒下每一个铜板，担 明天就会来一场大的动荡 节衣缩食 衣着褴褛，盗版碟都舍不得买一张，闻着老干妈辣酱的味道下饭，过节的时候才挑出一坨解解馋          舍不得花钱，这是淼哥猥琐的缘由 身材矮小，面黄肌瘦，外加顶着向左偏分的鸡窝头，一般女生都掩鼻疾去，枉费淼哥满腹的经纶呀          此去经年，还是同样的配方，还是同样的价格 老干妈9块8毛钱一瓶，照平时一餐二十块钱起难吃的盒饭比，完全是业界良           只不过，陪在你身边那个嘴唇上有一圈细绒绒胡子的女孩，早已失去了联系，当年躲在自习室写的情书，早已埋在了土里          欧漏，淼哥的青春一去不复返，引以为豪的黄瓜，被岁月折磨成了一条煮过的豆芽          2020，没有等来爱你爱你的人，只等来一场又一场的灾难，时代的一粒灰，落在一个人的身上便是一座山           如若放在平时，淼哥肯定不会舍得淼哥转售这半瓶老干妈，现在是真的遇到困难了 ? ? ? ? ?去年8月初才买的，吃了一半，里边还有很多牛肉 豆豉，没咋舍得吃，平常吃完一直放在冰箱里，吃完就拧上盖，外表九成新，量很足，包行货，假一罚万 ? ? ? ? ?就米饭，真的很好吃，平常小半勺子就能送两碗饭（没其他菜），炒菜放一两粒提味添香，男女咸宜         迫不得已，非诚勿扰         顺便问问，有谁能帮淼哥找老干妈申请一下广告费吗？打这么多字，右手中指痛，树起来都困难        对了，淼哥读书少，但是不傻，合同签名一定要签“陶华碧”，谁签“老干妈”淼哥跟谁急 ,1
笑死 ,0
哈哈哈哈哈 可是骗子图什么？给老干妈打广告吗？ ,0
转发微博 ,0
转发微博 ,0
  简单就是快乐风 哈哈哈哈哈哈哈哈哈  时命者 老干妈：我需要广告？马应龙不是一直在帮我投放吗？ ,0
转发微博 ,0
  毒舌列文  跟最近的“黄金造假案”一样，都是电影的绝佳素材啊，不过你懂的，这种现实题材电影往往是想拍但拍不出来的   幻想狂劉先生 骗子冒着卖白粉的风险去赚卖白菜的钱，号称南山区战无不胜的鹅肠法务闹了个低级大乌龙，只有老干妈原地迷惑，有没有独具慧眼的导演改编成电影指定能火  ,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈这反转[允悲][笑cry][笑cry][允悲] ,0
[吃瓜] ,0
转发微博 ,0
希望好好调查一下，挽回公 信 力吧 这事处处透着诡异  ,0
  小鸟真的超级可爱 昨天那么多营销通稿真的不好笑，感觉腾讯太过分了，不联系老干妈催债就直接给人财产冻结，想想普通老百姓遇到这事要怎么办？？  请请请打捞我 该不会真有人觉得腾讯傻白甜吧 营销的真没意思 ,0
转发微博 ,0
转发微博 ,0
转发微博 ,0
我真的笑出声 ,0
我笑死了[笑cry][笑cry][笑cry]  乔凯文 完整版来了  ,0
转发微博 ,0
转发微博 ,0
我0 ,0
万万没想到老干妈成了最大赢家，人在家中坐? 从天上来哈哈哈哈哈哈哈哈 ,0
哈哈哈哈哈哈哈午休起来看到这新闻真是哈哈哈哈哈哈哈哈哈哈笑死我了  浪里赤条小粗林 我他妈笑死哈哈哈哈哈哈哈哈鹅你也有今天 这新闻反转真是比洋葱新闻都可乐哈哈哈哈哈哈哈哈哈哈  ,0
  今天是一只肥柴 你会在网吧用手机玩QQ飞车手游吃老干妈吗[笑cry][允悲] ,1
来一个 ,0
  盒马 参与了4982亿大项目的合伙人前来报到   关注?点赞，再抽一人送超大公仔，给你一个超级大大大大大涌抱呀[给你小  ][给你小  ][给你小  ] ,0
转发微博 ,0
转发微博 ,0
转发微博 ,0
[鲜花]  用户7472381350会飞的鱼 转发微博 ,0
[嘻嘻][嘻嘻] ,0
[兔子] ,0
 老干妈店铺重新上架1000瓶辣椒酱  老干妈称上架1000瓶辣椒酱与其无关  继腾讯发出1000瓶老干妈全网寻骗子后，老干妈迅速在老干妈上架1000瓶大客户组合装辣椒酱，疑似回怼腾讯 千瓶辣椒酱一度售罄，老干妈专门发公告表示：千元套餐只是促销，并无他意，在晚上的淘宝直播里重新上架，并霸气称白送辣椒酱，网友在直播间催快快上链接，1000瓶辣椒酱被秒抢 这次腾讯和老干妈事件，你站谁呢？[羞嗒嗒],1
转发微博 ,0
好好笑是怎么回事，腾讯快点和百度打起来[哼]顺便报我当初被百度骗钱的仇  碧丽提丝_Sub味 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈  月神的竖琴 魔幻2020腾讯被人骗钱了哈哈哈哈哈  西窗随记 哈哈哈哈哈哈哈哈哈哈  冰曦微语  哈哈哈哈哈哈哈 ,0
随手一转吧[doge] ,0
转发微博 ,0
提前恭喜幸运儿 ,0
转发微博 ,0
 案件播报 【贵阳警方： 3人伪造老干妈印章与腾讯签合同  被刑拘】 ,0
力顶博主  ,0
哈哈哈哈哈哈哈  浪里赤条小粗林 我他妈笑死哈哈哈哈哈哈哈哈鹅你也有今天 这新闻反转真是比洋葱新闻都可乐哈哈哈哈哈哈哈哈哈哈  ,0
笑得  罗曼蒂克减肥史 这能挣多少钱啊？  李大米Lidami 腾讯会被骗Orz ,0
[太开 ]  用户7472381350会飞的鱼 转发微博 ,0
 3人伪造老干妈印章与腾讯签合同 居然只是为了个赠品…… ??,0
老干妈也太惨了吧 这还遇上疫情 ,0
来了 ,0
  贝勒王duki  艹  室韦包子   _0段岫0_  冻了两个多月？？腾讯真踏马缺德啊[吐]  吴邪手  老干妈的资产四月就冻结了，两个月了，这也就是老干妈血厚，要知道现在是辣椒收获的季节，人家一家企业养活多少贵州的农民 ,0
转发微博 ,0
【贵阳警方： 3人伪造老干妈印章与腾讯签合同 ，已被刑拘】7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘  ???? ,0
[哈欠]  用户7472381350会飞的鱼 转发微博 ,0
期待 ,0
笑死企鹅肉 腾讯也太惨了吧 那时候QQ飞车联赛直播贼? 老多人看了  地铁老爷爷看手机bot 陶华碧女士 没眼看惹，警都是老娘帮着报的  ,0
[哈欠]  用户7472381350会飞的鱼 转发微博 ,0
  不可排竹 鲁豫：“我不信”哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 ,1
 3人伪造老干妈印章与腾讯签合同 企鹅 “我尼玛，去你嘛的老干爹”  ??,0
 3人伪造老干妈印章与腾讯签合同 皇额娘真的有点儿可爱 ??,0
 3人伪造老干妈印章与腾讯签合同  魔幻… ??,0
[兔子]  用户7472381350会飞的鱼 转发微博 ,0
  Will今天好好学习了没 如果从不当得利的角度呢? ,1
也是个参与这么大项目的人了 ,0
????南山必胜客又输一局 ,0
[doge]  用户7472381350会飞的鱼 转发微博 ,0
我笑吐了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈操为了游戏大礼包 ,0
[色][色] ,0
哈哈哈，大号中老干妈，绝了[笑cry] ??,0
转发微博 ,0
转发微博 ,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 ,0
转发微博 ,0
真是妹想到 ,0
转发微博 ,0
厉害了[允悲][允悲][允悲] ,0
评论真的打算笑死我  小唐小唐满是鱼塘  哈哈哈哈哈哈哈哈哈哈哈受害鹅 http  t cn/A6yhRP24   逸轩harmony  “总裁，老干妈资产已经申请查封了，已经在热搜晾了一天了 ” “她认错了吗？” “她说我们认错人了 ” ,0
转发微博 ,0
【贵阳警方： 3人伪造老干妈印章与腾讯签合同 ，被刑拘】7月1日，贵州双龙警方通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘  ?此前，腾讯状告老干妈欠广告费，申请冻结1000多万财产，老干妈回应称腾讯遭遇诈骗，已报案  http  t cn/A6yh4BAa ??,0
转发微博 ,0
[doge] ,0
[亲亲]  用户7472381350会飞的鱼 转发微博 ,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑出鹅叫 ,0
转发微博 ,1
转发微博 ,0
转发微博 ,0
转发微博 ,0
转发微博 ,0
南山必胜客 被三个玩游戏的耍了 ,0
[鼓掌]  用户7472381350会飞的鱼 转发微博 ,0
[可怜]  用户7472381350会飞的鱼 转发微博 ,0
[求关注]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
做个分母 ,0
转发微博 ,0
[笑而不语]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
轉發微博 ,0
生日许个愿吧 购物车我包了你的 喜欢范小朋友的第四年 ,0
明目张胆得调侃真的好么？[doge] ,0
哈哈哈 ,0
笑死，企鹅肉 ,0
转发微博 ,0
转发微博 ,0
转发微博 ,0
  商经法刘安琪 怡宝宝讲的好  ,0
原来是造游戏的被骗子给游戏了一把[允悲][允悲][允悲][允悲] ,0
转发微博 ,0
转发微博 ,0
转发微博 ,0
Repost ,1
[害羞]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
转发微博 ,0
居然为了游戏礼包码 这是几个648呀[笑cry] ,0
 3人伪造老干妈印章与腾讯签合同 看一次，笑一次 刚下半年第一天，年度沙雕排行榜就有名额产生了 我还真不知道说啥好了[笑哈哈] ??,0
笑死 ,0
买不了49999 ,0
[笑而不语] ,0
[可怜]  用户7472381350会飞的鱼 转发微博 ,0
 3人伪造老干妈印章与腾讯签合同  今日份的快乐源泉了，哈哈哈，太逗了，逗鹅冤 腾讯中午的辣椒酱突然不香了  哈哈哈，今天不行了，太好笑了 ,0
来了来了 ,0
  灌江口驻花果山情感记录员   谢琴酒 就说了卖人设是没有用的，鹅这种缺德企业没必要当看客是傻子哈   壶三猫  垄断企业就是牛逼啊  吴邪手  老干妈的资产四月就冻结了，两个月了，这也就是老干妈血厚，要知道现在是辣椒收获的季节，人家一家企业养活多少贵州的农民 ,0
转发微博 ,0
转发 ,0
啊这哈哈哈哈哈 ,0
7月新规来了 事关口罩 车子和票子，快看看 自7月1日起，将有一大批全国性 地方性新规开始实施，事关口罩 车子和票子等，快一起来看看吧 【全国性新规】公职人员政务处分法7月1日施行《中华人民共和国公职人员政务处分法》将于7月1日起施行 作为新中国成立以来第一部全面系统规范公职人员惩戒制度的国家法律，该法实现了不同公职人员处分标准的统一，有利于提升政务处分工作的法治化 规范化水平 新出台的政务处分法明确对有职务违法行为的公职人员，根据情节轻重依法给予不同处分 对情节轻微的可进行谈话提醒 批评教育 责令检查或者予以诫勉，再严重的依次规定了警告 记过 记大过 降级 撤职乃至开除等处理种类 口罩正式实施新标准 2019年底，国家市场监督管理总局和中国国家标准化管理委员会发布了新的呼吸防护标准GB2626-2019《呼吸防护自吸过滤式防颗粒物呼吸器》，2020年7月1日实施，将对KN95型口罩在呼吸阻力 气密性 实用性能 清洗和消毒等方面提出更高的要求，更能反映口罩实际使用过程中的性能 标准规定了自吸过滤式防颗粒物呼吸器的分类和标记 技术要求 检测方法和标识 在此之前，呼吸防护标准使用的是GB2626-2006《呼吸防护用品自吸过滤式防颗粒物呼吸器》 KN100口罩为其规定的高防护等级，相比于KN95与KN90防护效率更高 首个关于直播带货的规范正式施行6月24日，中国广告协会发布《网络直播营销行为规范》，这是国内出台的第一个关于网络直播营销活动的专门规范 《规范》自今年7月1日起施行 对于商家，《规范》明确规定，主播向商家 网络直播营销平台等提供的营销数据应当真实，不得采取任何形式进行流量等数据造假，不得采取虚假购买和事后退货等方式骗取商家的佣金 对于网络直播营销平台，《规范》规定，社交平台类的网络直播营销平台经营者应当规范内部交易秩序，禁止主播诱导用户绕过合法交易程序在社交群组进行线下交易 “国六”正式落地2020年5月14日，国家生态环境部 工信部等四部联合发布《关于调整轻型汽车国六排放标准实施有关要求的公告》 公告指出，7月1日起，全国范围实施轻型汽车国六排放标准，禁止生产国五排放标准轻型汽车，进口轻型汽车应符合国六排放标准 全国铁路实施三季度列车运行图7月1日零时起，全国铁路将开始实施三季度列车运行图，多条新线开通运营，路网结构进一步完善 包括：合杭高铁合肥至湖州段开通 南通至上海铁路开通 喀左至赤峰高铁开通 安顺至六盘水高铁开通 格库铁路青海段开通等 同时，在实施三季度新图基础上，7月1日至8月31日，铁路部门将开启为期62天的暑期运输，根据客流变化，实施“一日一图”，更好地满足暑期学生流 探亲流 旅游流等出行需求，预备每日增开直通临时旅客列车48列 图定旅客列车延长运行区段3列 买新车可选装原厂ETC2020年2月11日，工信部发布了关于调整《道路机动车辆产品准入审查要求》的通知，其中一项提到：自 2020 年 7 月 1 日起，新申请产品准入的车型应在选装配置中增加 ETC 车载装置，供用户自主选装 森林分类经营管理新修订的《森林法》将于2020年7月1日起正式实施 新《森林法》实行森林分类经营管理，将森林分为公益林和商品林，公益林实行严格保护，商品林则由林业经营者依法自主经营，以此来保护好各类林业经营主体的合法权益，实现林业建设可持续发展 此外，新《森林法》调整了林木采伐许可证核发范围，采伐自然保护区以外的竹林不再办理采伐许可证 非林地上的农田防护林 防风固沙林 护路林 护岸护堤林和城镇林木的采伐，按照《公路法》《防洪法》《城市绿化条例》等规定进行管理 《中华人民共和国社区矫正法》施行7月1日，《中华人民共和国社区矫正法》将正式施行 据了解，《 中华人民共和国社区矫正法》是我国社区矫正领域首部专门性法律 《中华人民共和国社区矫正法》是为了推进和规范社区矫正工作，保障刑事判决 刑事裁定和暂予监外执行决定的正确执行，提高教育矫正质量，促进社区矫正对象顺利融入社会，预防和减少犯罪，根据宪法，制定的法律 预备役部队纳入军队领导指挥体系近日，中共中央印发了《关于调整预备役部队领导体制的决定》（以下简称《决定》） 《决定》明确，自2020年7月1日零时起，预备役部队全面纳入军队领导指挥体系，由现行军地双重领导调整为党中央 中央军委集中统一领导 【地方性政策】多地限制甚至禁止国三柴油货车通行浙江东阳：7月1日起，国三货车全部禁行；广东东莞：7月1日起，全市限行国三柴油车；广东佛山：实施国三车限制通行，违者罚款200元记3分 此外，多地国三淘汰补贴将下调，如7月1日后，深圳的国三柴油车不能再申请淘汰补贴；山东青岛国三柴油车淘汰最高可以拿到5万元的补贴，申请截止日期为2020年6月30日；浙江省丽水市和河南省洛阳市分阶段对国三车进行淘汰补贴 多地开始实施《电动自行车管理条例》随着公安部在全国部署开展“一盔一带”安全守护行动，多地出台了关于电动自行车管理办法的新规，其中大部分将在7月1日起实施 如江苏省《电动自行车管理条例》7月1日起施行，条例规定电动车驾驶员和乘客都应该佩戴头盔，未经登记的电动两轮车禁止上路，拼装 改装或加装电动车的行为会被处以罚款 此外，浙江省 陕西省 江西省 湖北孝感 湖北黄冈 湖南郴州等地同样将在7月1日起实施此类规定，虽细则有所不同，但大都强调佩戴头盔 挂牌上路 治理违法改装等内容 湖北：养老保险政策有新调整日前，湖北省人社厅重新修订印发《湖北省城乡居民基本养老保险经办规程》，将于7月1日起实施 《规程》规定，参保人员居住地址 联系电话等一般信息变更，通过互联网服务渠道或服务窗口直接填报最新信息进行变更，无需审核 南京：《南京市养老服务条例》正式实施《南京市养老服务条例》将于7月起正式实施 《条例》已经出台关于成立养老服务联席会议制度 规范尊老金发放 规范政府购买居家养老服务办法 升级适老化项目改造等4个配套政策 其中，《南京市政府购买居家养老服务实施办法》明确为80周岁以上老年人每人每月提供不少于2小时免费生活照料服务 在《关于做好适老化改造民生实事的通知》中，明确了升级适老化改造项目，并将改造标准提升至2000元/户 上海：提高职工医保统筹基金最高支付限额2020年起，上海市职工医保年度的起始时间从4月1日调整至7月1日 http  t cn/A6Lk3qi3 ，上海市职工医保将进入2020医保年度（2020年7月1日至2021年6月30日），职工医保统筹基金最高支付限额，将从53万元提高到55万元，最高支付限额以上的部分，仍按规定继续报销80% 2020医保年度参保人员的个人医疗账户资金，也将于7月1日计入 山西：“提前退休”真的来了日前，山西省人力资源和社会保障厅印发了《企业特殊工种提前退休管理工作实施办法》的通知，其中明确，办法自2020年7月1日起施行，将实行特殊工种岗位信息备案制度，参保单位 政府双公示制度，公开接受社会和群众的监督 各参保企业申报职工特殊工种提前退休前，应向符合条件且自愿申请提前退休的职工进行权益告知，填报《企业职工特殊工种提前退休申请表》，职工本人要认真阅读并签字确认，以保障其知情权 具体包括：在企业从事特殊工种名称，从事特殊工种年限等信息；特殊工种提前退休的相关政策以及对职工个人待遇核定及今后调整基本养老金的影响；经与企业协商一致，可选择在本人提前退休年龄和法定退休年龄之间办理提前退休手续并领取基本养老金 四川：明确食品生产许可权限6月24日，四川省市场监管局发布公告，确定食品生产许可权限如下：(一)四川省市场监督管理局负责保健食品 特殊医学用途配方食品 婴幼儿配方食品，婴幼儿辅助食品(婴幼儿谷类辅助食品 婴幼儿罐装辅助食品)，食盐等食品的生产许可工作 (二)各市(州)市场监督管理局负责本辖区粮食加工品，食用油 油脂及其制品，调味品(食盐除外)，肉制品，乳制品，饮料，方便食品，饼干，罐头，冷冻饮品，速冻食品，薯类和膨化食品，糖果制品，茶叶及相关制品，酒类，蔬菜制品，水果制品，炒货食品及坚果制品，蛋制品，可可及焙烤咖啡产品，食糖，水产制品，淀粉及淀粉制品，糕点，豆制品，蜂产品，特殊膳食食品(婴幼儿谷类辅助食品 婴幼儿罐装辅助食品除外)，其他食品等食品的生产许可工作 (三)各市(州)市场监督管理局负责本辖区食品添加剂的生产许可工作 上述食品和食品添加剂的生产许可权限确定后，原发放的食品生产许可证，其延续 变更 撤销 注销和吊销等权限同步调整 ,0
转发微博 ,0
 3人伪造老干妈印章与腾讯签合同 钮钴禄 鹅被骗了，鹅你肿么了？鹅：你伤害了我，还一笑而过 我知道这样很伤害你，鹅，但是真的有点好笑  ??,0
转发微博 ,0
转发微博 ,0
