text,label
[ ]  ACE想睡觉  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
10  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
[doge] ,0
 阿朵[超话]     梁七月  乘风破浪的姐姐[超话]  江湖有你有酒，还有音符 都是默默干大事的人啊  ,0
我也要我也要我也想要    ,0
活着的历史[大侦探皮卡丘微笑][蚁人] ,0
1  锦鲤岚要暴富1 [打call] 王俊凯[超话] / 王俊凯是电竞男主吧   是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
[ ][ ][ ][太开 ][太开 ] ,0
  不是那个离合  王俊凯[超话] / 王俊凯是电竞男主吧   是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
 王俊凯是电竞男主吧    王俊凯微吧  周杰伦王俊凯代言LOL  王俊凯是电竞男主吧  王俊凯[超话] 恭喜 TFBOYS-王俊凯 成为 英雄联盟 中国区品牌代言人，热血少年无畏前行，激燃电竞无限狂欢，让我们一起见证竞技魅力，燃放激情，纵横岁月[给你小  ] Beautiful-TFBOYS-王俊凯[音乐]  ,1
hgg  KW-yiii33  锵锵  王俊凯的高三美蟹   王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
[污]  水瓶座的思多欢 转发微博 ,1
转发微博 ,0
二公选组时选了万茜后开始关注，还通过她的vlog种草了一大堆平价好物，跟大碗组的打闹也是承包了好多笑点 业务 人气都一直很稳定，没想过她没能成团，还是有点意难平～还好都是30+的小姐姐，此处不成团，自有成团处～佳霏猫搞起来  ,0
? ,0
[爱你][爱你]zzz  大小姐0921  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
恭喜恭喜 ,0
hgv  KW-yiii33  锵锵  王俊凯的高三美蟹   王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
转发微博 ,0
7  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
确实是很感人 ,0
  锦鲤岚要暴富1 [打call] 王俊凯[超话] / 王俊凯是电竞男主吧   是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
20  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
 王俊凯的蟹工坊 见转三条[求关注]  王俊凯的蟹工坊  王俊凯是电竞男主吧  王俊凯[超话]  王总的赛后精彩专访，有你想知道的故事 [好爱哦] Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
[哼][嘘]在我的有生之年都遇见了，实乃大幸啊 [蛋糕] ,0
41  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
转发微博 ,0
[嘘][嘘]sss  一只不开 的刺猬  英雄联盟代言人  英雄联盟9周年  英雄联盟9周年明星赛   周杰伦王俊凯代言lol  是英雄联盟中国区品牌代言人王俊凯  Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
[加油][加油][加油][加油] ,0
精辟计算 抱头鼠窜打一动物指什么动物，抱头鼠窜指什么动物，欲钱找万里封侯的生肖打1生肖指什么动物，欲钱找万里封侯的生肖是什么生肖，欲钱买卖关子的动物打一生肖指什么生肖，经典解答诗句理解2020年诺贝尔经济学奖揭晓，网约车日均订单量超2100万单，湖人捧起总冠军奖杯致敬科比，央视选秀有笔试 ??,1
辛苦了 我看到我自己了哈哈哈哈  湖人总冠军? ,0
36  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
嗨22岁了不起啦 ,0
转发微博 ,0
转发微博 ,0
转发微博 ,0
转发微博 ,1
转发微博 ,0
转发微博 ,0
转发微博 ,0
转发微博 ,0
[鲜花][疑问]这个必须要顶一下，[鼓掌] ,0
[格鲁特][吃瓜]人生自古谁无死，留取丹 照汗青  文天祥[左哼哼][蛋糕] ,0
上海 ,0
nmk  记得请我喝咖啡哦   王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
45  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
 湖人总冠军  http  t cn/z8IccvT ??台州 华府天地,0
[笑而不语]  水瓶座的思多欢 转发微博 ,0
oucheron宝诗龙 分享 原创音乐制作人 蔡徐坤 叠戴Quatre系列戒指，尽展超越世纪的闪耀华彩，绽放熠熠夺目的盈动光辉，诠释其非凡时尚驾驭力 蔡徐坤情人改编版舞台  ,0
  嵩嵩是底线  王俊凯[超话] / 王俊凯是电竞男主吧   是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
  锦鲤岚要暴富1 [打call] 王俊凯[超话] / 王俊凯是电竞男主吧   是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
hyy  KW-yiii33  锵锵  王俊凯的高三美蟹   王俊凯[超话] / 王俊凯是电竞男主吧  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
转发微博 ,0
17  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
 想魂穿蔡徐坤的伴舞  蔡徐坤情人改编版舞台  ,1
 张杰乘风破浪的姐姐  张杰乘风破浪的杰杰  张杰好稳  张杰打架子鼓  众所周知，“留给你们了” ,0
[ ][污][圣诞老人] ,0
[good][拜拜]一个字--赞赞   [鲜花] ,0
[求关注]  用户7472381350会飞的鱼 转发微博 ,1
这也太飒太好看了 ,0
我参与了 新浪综艺 发起的投票【乘风破浪的姐姐成团之夜你最期待哪个节目？】，我投给了“蔡徐坤歌舞《情人》”这个选项，你也快来表态吧~ ,0
我看见你在角落，流一滴思念 ,0
[哼]ddd  -哒哒-DADA  英雄联盟代言人  英雄联盟9周年  英雄联盟9周年明星赛  / 周杰伦王俊凯代言lol  恭英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
  锦鲤岚要暴富1 [打call] 王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
[泪][泪][泪]  Tubereuse___ slay全场只有LEE    思湘   火锅就不点毛肚哇 李宇春 真无价之姐 不愧是LIVE Queen  ,0
转发微博 ,0
1  锦鲤岚要暴富1 [打call] 王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
t  大力水手YIYI    王俊凯的水星螃凯队   王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
[吃瓜]zzz  -哒哒-DADA  英雄联盟代言人  英雄联盟9周年  英雄联盟9周年明星赛  / 周杰伦王俊凯代言lol  恭英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
啊啊啊啊啊啊啊啊啊啊啊啊李宇春  李宇春[超话]    ,0
1  锦鲤岚要暴富1 [打call] 王俊凯[超话] / 王俊凯是电竞男主吧   是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊佳霏给我成团起飞[跪了][跪了][跪了][泪][泪][泪] ,0
嗯，世界以痛吻我，扇他巴掌就完事了  ,0
转发微博 ,1
转发微博 ,0
转发微博 ,0
[左哼哼][左哼哼]zzz  俊凯的小螃蟹莉莉  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
hnn  KW-yiii33  锵锵  王俊凯的高三美蟹   王俊凯[超话] / 王俊凯是电竞男主吧  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
[色]ccc  -哒哒-DADA  英雄联盟代言人  英雄联盟9周年  英雄联盟9周年明星赛  / 周杰伦王俊凯代言lol  恭英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
客观精确 赏 悦目打一动物指什么生肖，赏 悦目打1生肖指什么生肖，欲钱买繁荣昌盛的动物打一数字是什么意思，欲钱买繁荣昌盛的动物是什么动物，趾高气扬打一生肖指什么动物，已揭晓解答诗句2020年诺贝尔经济学奖揭晓，网约车日均订单量超2100万单，湖人捧起总冠军奖杯致敬科比，央视选秀有笔试 ??,1
  MagicRice_ [ ][鼓掌]  藕花深处沉醉不知归路 哇 超级期待周深和姐姐一起合作[太开 ] 卡布叻_周深 ??? ,1
38  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
gn  KW-yiii33  锵锵  王俊凯的高三美蟹   王俊凯[超话] / 王俊凯是电竞男主吧  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
 今日消费资讯  http  t cn/A642h4YG- 《金刚川》首款概念海报发布- 《王牌特工：源起》北美上映时间推迟到明年 2 月 26 日- ?% ARABICA 华中首店在武汉天地开幕- BYREDO 在深圳和北京开出新店- 郭麒麟出任高夫品牌代言人和京东居家代言人- 周杰伦和王俊凯出任《英雄联盟》中国区品牌代言人 ??,0
成团夜见  Orfila_吴昕资源博  吴昕乘风破浪的姐姐  全勤昕昕子，我们成团夜见[太开 ][太开 ][太开 ] ,0
[委屈][偷乐]很用 ，所以值得 围观和信赖 [泪] ,0
 袁咏琳[超话]  http  t cn/RxeE2Zv ??香港,0
[嘻嘻]很用 哦，值得 围观哦 哈哈 ,0
[爱你][爱你]《王俊凯-小情歌》  王俊凯[超话]   王俊凯电影749局   从开始到未来，只为王俊凯  我的-TFBOYS-王俊凯[音乐]    醒着-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
剖解助讲 黑暗中的光打1生肖指什么动物，黑暗中的光指什么动物，口若悬河打一生肖指什么动物，口若悬河打一数字是什么意思，赏 悦目打一动物是什么生肖，已揭晓解答诗句2020年诺贝尔经济学奖揭晓，网约车日均订单量超2100万单，湖人捧起总冠军奖杯致敬科比，央视选秀有笔试 ??,1
[吃瓜]  用户7472381350会飞的鱼 转发微博 ,1
38  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
十月碎片?  最近的快乐有点多 最开 的就是湖人总冠军啦?   36岁的摩羯座   爱詹詹    湖人总冠军  詹姆斯  nba总决赛  http  t cn/Ry9q1y4中卫,1
[鼓掌]  貓咪奶茶工  王俊凯[超话] / 王俊凯是电竞男主吧   是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
 新氧致敬乘风破浪的姐姐 52岁的伊能静，在节目中从一开始的饱受争议，到最后一路过五关，斩六将，生生挺到总决赛 乘风破浪的姐姐成团之夜 印象最深的是她在节目里说过的，“打不死我的，都让我更强大 ”这就是温柔又坚韧的女性力量吧 看到片子里，钢牙婚纱女孩 女拳手 妊娠纹妈妈……她们无惧偏见，勇敢活出自己想要的样子，听到她们喊出，如果没有什么不可以， 美有什么不可以  时，我觉得她们真的很美 http  t cn/A64f7CLg,0
27  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
14  喜欢凯的眼眸 49  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
转发微博 ,0
转发微博 ,0
19  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
bh  KW-yiii33  锵锵  王俊凯的高三美蟹   王俊凯[超话] / 王俊凯是电竞男主吧  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
王勉冠军 呵呵呵呵呵 ??,0
 马大花的幸福生活  day 1707 重装电脑后第一蓝[跪了]明天居家办公演习[二哈]可以8 25起了[doge] ??,0
是不是悲惨梗视频看多了导致我的世界也变得危险了起来，但不得不说这个视频我真的看了八百遍  cutanziii 我太喜欢这个了哈哈啊哈还哈啊哈哈哈哈哈 ,0
[思考][惊奇队长]等到分不清季节更替[胖丁微笑][蛋糕] ,1
[doge]  计和的美丽家园宜2018 转发微博 ,1
[泪]《王俊凯-突然好想你》 王俊凯[超话]   王俊凯新歌生长   从开始到未来，只为王俊凯  TFBOYS-王俊凯 ,1
[哈哈][哈哈]nnn  一只不开 的刺猬  英雄联盟代言人  英雄联盟9周年  英雄联盟9周年明星赛   周杰伦王俊凯代言lol  是英雄联盟中国区品牌代言人王俊凯  Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
湖人总冠军?    恭喜老詹，第四个冠军，第四个fmvp  恭喜浓眉，第一个冠军，还年轻，未来可期  恭喜霍华德，终于拿到了自己的第一个总冠军  隆多 波谱……，都很棒[good] ,0
转发微博 ,0
[色]  用户7472381350会飞的鱼 转发微博 ,1
  三七欸 一把子期待 卡布叻_周深 ,0
  MagicRice_ [ ][鼓掌]  藕花深处沉醉不知归路 哇 超级期待周深和姐姐一起合作[太开 ] 卡布叻_周深 ??? ,1
49  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
10年了 ,0
转发微博 ,1
  锦鲤岚要暴富1 [打call] 王俊凯[超话] / 王俊凯是电竞男主吧   是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
  锦鲤岚要暴富1 [打call] 王俊凯[超话] / 王俊凯是电竞男主吧   是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]   TFBOYS-王俊凯 ,1
转发微博 ,1
46  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
今晚神仙又下凡了?? ,0
[亲亲]  用户7472381350会飞的鱼 转发微博 ,0
转发微博 ,0
jgg  KW-yiii33  锵锵  王俊凯的高三美蟹   王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是英雄联盟中国区品牌代言人王俊凯 Beautiful-TFBOYS-王俊凯[音乐]  TFBOYS-王俊凯 ,1
18  其实都没有wr [赞]  王俊凯的蓝血护卫队  王俊凯[超话] / 周杰伦王俊凯代言lol  是资深的LOL玩家王俊凯，是 英雄联盟代言人  王俊凯  TFBOYS-王俊凯   英雄联盟 非常开 看到小凯来参加 英雄联盟9周年明星赛  [打call]玩得很好哦刀妹三杀又超神的，撸妹儿自愧不如  ,1
好喜欢李斯丹妮，真棒 ,0
