label,标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID
,kdl//@千里照夜玉狮子:嘲笑？这次腾讯的表现让人恐惧，没有沟通，没有证据，就指挥地方法院，查封了另一家国民级公司的资产，我以为只有在资本主义国家发生的事情在我们这里发生了//@全世界到处都是栗子:南山必胜客第一次翻船了，各大业内都在嘲笑，真够傲慢的！ ,敏感,转发,7/3/2020 12:18,@央视新闻 【#央视调查腾讯老干妈诉讼事件#】昨天，贵阳#警方通报3人伪造老干妈印章签合同#；深圳南山区人民法院表示已关注警方通报，合议庭正处理相关问题；老干妈方面表示，腾讯公司是跟骗子签订的合作协议；腾讯回应“以1000瓶老干妈为礼品征求线索”；截至节目播出，腾讯暂未回应是否遇到萝卜章事件…事件的来龙去脉到底如何？看↓ http://t.cn/A6yzNmWO,橙V,湖南, ,女,kdl//@千里照夜玉狮子:嘲笑？这次腾讯的表现让人恐惧，没有沟通，没有证据，就指挥地方法院，查封了另一家国民级公司的资产，我以为只有在资本主义国家发生的事情在我们这里发生了//@全世界到处都是栗子:南山必胜客第一次翻船了，各大业内都在嘲笑，真够傲慢的！ 【原微博】 @央视新闻 【#央视调查腾讯老干妈诉讼事件#】昨天，贵阳#警方通报3人伪造老干妈印章签合同#；深圳南山区人民法院表示已关注警方通报，合议庭正处理相关问题；老干妈方面表示，腾讯公司是跟骗子签订的合作协议；腾讯回应“以1000瓶老干妈为礼品征求线索”；截至节目播出，腾讯暂未回应是否遇到萝卜章事件…事件的来龙去脉到底如何？看↓ http://t.cn/A6yzNmWO,497,15966,0,0,0,警方通报3人伪造老干妈印章签合同;央视调查腾讯老干妈诉讼事件,悲伤,"广东省,广东,深圳南山,南山区,深圳市,深圳,贵州省,贵州,贵阳,贵阳市", ,e98a2222c029a09eacea24e1a900893c,0a9b031f10d3a10d358a4d4c66d3c8fd,8f33616645af8a914e3734e37860495e,318fc95107fd4ff003a3167940091152,8f33616645af8a914e3734e37860495e,318fc95107fd4ff003a3167940091152
,活久见系列[吃瓜] ,敏感,转发,7/1/2020 17:38,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??,达人,上海, ,女,活久见系列[吃瓜] 【原微博】 @头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??,496,510,0,0,0,3人伪造老干妈印章与腾讯签合同,喜悦,"贵州省,贵州,贵阳,贵阳市","[http://wx3.sinaimg.cn/bmiddle/60718250ly1ggbeuuhy9xj20f40kvdha.jpg""]""",d51abacb952adbc632296ca90c7cac38,90456a29a0f968aa5eab576122897302,7bf5dc5bafe6356f9fd7e92a52093f8e,222dd65f8861d07c776f4310012e6877,7bf5dc5bafe6356f9fd7e92a52093f8e,222dd65f8861d07c776f4310012e6877
,转发微博 ,非敏感,转发,11/12/2020 22:53,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,普通,江苏,南通,女,转发微博 【原微博】 @天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,495,4377,0,0,0,天猫双十一成交总额4982亿,中性,其他,"[http://wx4.sinaimg.cn/bmiddle/007pJX2Yly1gklofvizlwj30ku0lido6.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/007pJX2Yly1gklq0kw22xj30ku1pqwwh.jpg""]""",ce1b398e4ccc0884869138cf4735774d,2c63c78d7644fbdf02c6f1100ff822eb,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100
,[跪了][跪了][跪了] ,非敏感,转发,11/12/2020 20:37,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,普通,辽宁, ,女,[跪了][跪了][跪了] 【原微博】 @天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,495,4259,0,0,0,天猫双十一成交总额4982亿,悲伤,其他,"[http://wx4.sinaimg.cn/bmiddle/007pJX2Yly1gklofvizlwj30ku0lido6.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/007pJX2Yly1gklq0kw22xj30ku1pqwwh.jpg""]""",302fb22c47fa3ac7be9e44f2742f95f7,b464497105b0b9e674e52065583bcb13,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100
,[飞镖黄跳舞] ,非敏感,转发,11/12/2020 23:13,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,普通,福建,莆田,女,[飞镖黄跳舞] 【原微博】 @天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,490,78,0,0,0,天猫双十一成交总额4982亿,中性,其他,"[http://wx4.sinaimg.cn/bmiddle/007pJX2Yly1gklofvizlwj30ku0lido6.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/007pJX2Yly1gklq0kw22xj30ku1pqwwh.jpg""]""",1e8d82d4f7adec67e1a03516efe1260b,50b27212343ed912985ef76d082485c0,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100
,转发微博 ,非敏感,转发,11/12/2020 8:17,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,达人,上海, ,男,转发微博 【原微博】 @天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,489,3984,0,0,0,天猫双十一成交总额4982亿,喜悦,其他,"[http://wx4.sinaimg.cn/bmiddle/007pJX2Yly1gklofvizlwj30ku0lido6.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/007pJX2Yly1gklq0kw22xj30ku1pqwwh.jpg""]""",5cf40bbf8379b285bd104f79f0aeab64,7c1212296c000bdbe36829d793861a70,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100
,转发微博 ,非敏感,转发,11/13/2020 13:37,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,橙V,陕西, ,女,转发微博 【原微博】 @天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??,484,1781,0,0,0,天猫双十一成交总额4982亿,中性,其他,"[http://wx4.sinaimg.cn/bmiddle/007pJX2Yly1gklofvizlwj30ku0lido6.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/007pJX2Yly1gklq0kw22xj30ku1pqwwh.jpg""]""",719c395c90a6ff4c6b2b46872317cbfe,59324d0e4000e95da83fc218dba5bcf3,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100,3a97d07a89e4f46e9e3c221d581297a4,ba921327efb76e063a4b788b2168e100
,腾讯的市场部这么容易忽悠吗？一个假章就能骗过几千万的广告费？这里面事挺多呀 #3人伪造老干妈印章与腾讯签合同# http://t.cn/RD4C3n3 ??深圳,敏感,原创,7/1/2020 16:25, ,普通,广东,深圳,男,腾讯的市场部这么容易忽悠吗？一个假章就能骗过几千万的广告费？这里面事挺多呀 #3人伪造老干妈印章与腾讯签合同# http://t.cn/RD4C3n3 ??深圳,484,222,0,0,1,3人伪造老干妈印章与腾讯签合同,喜悦,其他, ,2be2a833ed53bbee865e54ff95fbaa1f,c870eabab53b020bd1a6a78e37197eba,,,,
,腾讯的市场部这么容易忽悠吗？一个假章就能骗过几千万的广告费？这里面事挺多呀 ，不说了，我要去刻章了，订单太多了#3人伪造老干妈印章与腾讯签合同# http://t.cn/RD4C3n3深圳,敏感,原创,7/1/2020 16:25, ,普通,广东,深圳,男,腾讯的市场部这么容易忽悠吗？一个假章就能骗过几千万的广告费？这里面事挺多呀 ，不说了，我要去刻章了，订单太多了#3人伪造老干妈印章与腾讯签合同# http://t.cn/RD4C3n3深圳,484,222,0,0,1,3人伪造老干妈印章与腾讯签合同,喜悦,其他, ,2be2a833ed53bbee865e54ff95fbaa1f,c870eabab53b020bd1a6a78e37197eba,,,,
,早上听新闻还不可思议，神奇反转[二哈]//@午后狂睡:……没想到鹅厂居然有一天也栽倒在了山寨品上，2020年着实刺激。 ,敏感,转发,7/1/2020 17:29,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??,达人,湖南, ,女,早上听新闻还不可思议，神奇反转[二哈]//@午后狂睡:……没想到鹅厂居然有一天也栽倒在了山寨品上，2020年着实刺激。 【原微博】 @头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??,484,1588,0,0,0,3人伪造老干妈印章与腾讯签合同,惊奇,"贵州省,贵州,贵阳,贵阳市","[http://wx3.sinaimg.cn/bmiddle/60718250ly1ggbeuuhy9xj20f40kvdha.jpg""]""",02bb858c5a07c1d700bb7ea6c11e1819,523182794abaa3606f0214af5bced34a,7bf5dc5bafe6356f9fd7e92a52093f8e,222dd65f8861d07c776f4310012e6877,c026f9b1c9c916de3f44e965700dee26,5a240d0e0e60c880f87fc510c97b2686
,//@添雪齋:这鹅厂岂不是太好骗了？//@战争史研究WHS:[笑cry][笑cry][笑cry][笑cry] ,敏感,转发,7/1/2020 15:45,@中国新闻网 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，为了获取腾讯在推广活动中配套赠送的网络游戏礼包码，之后通过互联网倒卖非法获取经济利益，目前3人已被刑拘。,普通,湖南, ,女,//@添雪齋:这鹅厂岂不是太好骗了？//@战争史研究WHS:[笑cry][笑cry][笑cry][笑cry] 【原微博】 @中国新闻网 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，为了获取腾讯在推广活动中配套赠送的网络游戏礼包码，之后通过互联网倒卖非法获取经济利益，目前3人已被刑拘。,478,70391,0,0,0,3人伪造老干妈印章与腾讯签合同,喜悦,"贵州省,贵州,贵阳,贵阳市","[http://wx3.sinaimg.cn/bmiddle/6a5ce645ly1ggbeznq32rj20f40kvwfy.jpg""]""",008fdbc58636425a08132f4961b353be,fcab14030a3262db984f53ae18b9c14f,6603a56e29539e456ef92cdf4a988f0c,cf79087ed7dc65c366cce827f7c9ca0f,93a18811312e82c3aa38fc58f63c9276,4d6278c5d43ce42197694c889c04d1b7
,[允悲]//@小小方士2020:他连公众号都懒得更新还找你打广告 ,敏感,转发,7/1/2020 17:22,@杭州公安 #3人伪造老干妈印章与腾讯签合同#完整总结腾讯和老干妈这波惊天大瓜[doge]1.媒体报道老干妈拖欠腾讯千万广告费，被腾讯诉至法院。2.老干妈方面初步回应：没找腾讯打广告，腾讯被骗了。3.已经两年没更新的老干妈公号连夜出公告：没和腾讯合作，已经报警了。4.第二天，贵阳警方出公告：三人伪造印章冒充老干妈经理，与腾讯签合同倒卖游戏码获利，已被刑拘。5.腾讯：辣椒酱突然不香了。6.支付宝：愿天下无假章。7.老干妈：什么都没干，一分钱都没花，被骗子帮打了腾讯价值千万的广告，今天更提微博热搜第一[拜拜],普通,湖南, ,女,[允悲]//@小小方士2020:他连公众号都懒得更新还找你打广告 【原微博】 @杭州公安 #3人伪造老干妈印章与腾讯签合同#完整总结腾讯和老干妈这波惊天大瓜[doge]1.媒体报道老干妈拖欠腾讯千万广告费，被腾讯诉至法院。2.老干妈方面初步回应：没找腾讯打广告，腾讯被骗了。3.已经两年没更新的老干妈公号连夜出公告：没和腾讯合作，已经报警了。4.第二天，贵阳警方出公告：三人伪造印章冒充老干妈经理，与腾讯签合同倒卖游戏码获利，已被刑拘。5.腾讯：辣椒酱突然不香了。6.支付宝：愿天下无假章。7.老干妈：什么都没干，一分钱都没花，被骗子帮打了腾讯价值千万的广告，今天更提微博热搜第一[拜拜]图片整理@蜀黍家,478,70391,1,0,0,3人伪造老干妈印章与腾讯签合同,喜悦,"浙江省,浙江,杭州,杭州市,贵州省,贵州,贵阳,贵阳市","[http://wx2.sinaimg.cn/bmiddle/9eb271efly1ggbhvtpwzyj20u013fjxx.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/9eb271efly1ggbhvu4pupj20u01g40zj.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/9eb271efly1ggbhvtcjkuj20u01f37aq.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/9eb271efly1ggbhvueun3j20u016fae3.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/9eb271efly1ggbhvulop2j20f40kvtat.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/9eb271efly1ggbhvusdbaj20u019htcn.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/9eb271efly1ggbhvv4fsrj20u010fwhw.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/9eb271efly1ggbhvvds2tj20u01b3aeh.jpg""]""",008fdbc58636425a08132f4961b353be,cda8250a68940aef5cb68191f2491ba9,33aece7a34532d547adeb74c9cdb3db8,478b566ec69ec8c493701fc7fdba7a8e,33aece7a34532d547adeb74c9cdb3db8,478b566ec69ec8c493701fc7fdba7a8e
,[思考]//@少年伯爵:其实这个就和受贿罪里的默示许诺有点像了……我不相信老干妈里完全没有人不知道腾讯费劲吧啦大半年的QQ飞车老干妈广告，这个就足够掰扯半天了。 ,敏感,转发,7/1/2020 17:24,@谈典看法 #3人伪造老干妈印章与腾讯签合同#，但这并不代表合同就必然无效。腾讯真被骗了。[允悲]这个“瓜”确实够大，无辜的老干妈终于“清白”了。这三个人不仅耍了腾讯，还让法院也“翻车”了。不过，这个案子还没完。从公安机关通报的情况来看，涉事3人可能涉嫌合同诈骗罪、伪造公司印章罪。合同诈骗罪一般起始刑期是3年以下，最高可判无期徒刑；伪造公司印章罪是3年以下。那么，本案的合同是否必然无效呢？不一定，虽然印象是伪造的，人也是冒充的，但是合同诈骗罪和伪造公司印章罪的刑事责任并不必然导致合同无效，老干妈还是有可能,普通,湖南, ,女,[思考]//@少年伯爵:其实这个就和受贿罪里的默示许诺有点像了……我不相信老干妈里完全没有人不知道腾讯费劲吧啦大半年的QQ飞车老干妈广告，这个就足够掰扯半天了。 【原微博】 @谈典看法 #3人伪造老干妈印章与腾讯签合同#，但这并不代表合同就必然无效。腾讯真被骗了。[允悲]这个“瓜”确实够大，无辜的老干妈终于“清白”了。这三个人不仅耍了腾讯，还让法院也“翻车”了。不过，这个案子还没完。从公安机关通报的情况来看，涉事3人可能涉嫌合同诈骗罪、伪造公司印章罪。合同诈骗罪一般起始刑期是3年以下，最高可判无期徒刑；伪造公司印章罪是3年以下。那么，本案的合同是否必然无效呢？不一定，虽然印象是伪造的，人也是冒充的，但是合同诈骗罪和伪造公司印章罪的刑事责任并不必然导致合同无效，老干妈还是有可能需要继续打这个官司的。原因是，合同法中有一个“表见代理”的概念，就是虽然事实上是假冒的或者没有授权，但是合同相对方有理由相信这个是有效的，比如这三个人提供的材料以及他们的种种行为，让腾讯有理由相信这几个人就是老干妈的，相信印章也是真的，这个合同仍然是有效的，老干妈仍然需要承担违约责任。只不过，老干妈赔偿后可以要求骗子赔偿自己的损失。所以，合同效力的问题还有待于进一步的审理，腾讯方若要主张合同有效，就得举证证明构成表见代理。当然，双方也可以协商，比如腾讯看到警方通报后觉得老干妈确实被骗了，那就撤诉，造成的损失让骗子赔。别着急，本案还没完，还有后续。,478,70391,0,0,0,3人伪造老干妈印章与腾讯签合同,悲伤,其他,"[http://wx4.sinaimg.cn/bmiddle/4aba41a0gy1ggbflg1hssj20f40kvgn2.jpg""]""",008fdbc58636425a08132f4961b353be,9f8985bfc8a1a1d03e82da0175e836c4,c19d4396fbfb5c6b14499cb6e9ac48f0,12b2430cfe2f469d6fcda136fe90322e,b0ff6a7ba82cd2c40e0c42b8a7a4b9cf,3d674093948017e6681dd966c541eb2d
,[允悲]//@秦祎墨:哈哈哈哈哈哈哈哈哈哈哈救命啊//@贝勒王duki:[允悲]//@画画的张旺:[允悲][允悲][允悲]//@万事风过耳:求文求文[笑cry]//@酿青椒:哈哈哈哈哈哈哈哈//@angel_groundwalker :哈哈哈哈哈哈哈哈//@每天都如此冷静 :哈哈哈哈哈哈哈哈哈哈 ,非敏感,转发,7/1/2020 21:01,@pbmmafsahf #3人伪造老干妈印章与腾讯签合同#她，全中国最火辣的女人他，全中国最无情的资本一场商战，将本不可能有交集的两人紧紧系到一起欢喜冤家，他告她诈骗同舟共济，她替他报警欢迎阅读今年阅文金榜小说－－《总裁虐身虐心：千万契约情人》 ??,普通,湖南, ,女,[允悲]//@秦祎墨:哈哈哈哈哈哈哈哈哈哈哈救命啊//@贝勒王duki:[允悲]//@画画的张旺:[允悲][允悲][允悲]//@万事风过耳:求文求文[笑cry]//@酿青椒:哈哈哈哈哈哈哈哈//@angel_groundwalker :哈哈哈哈哈哈哈哈//@每天都如此冷静 :哈哈哈哈哈哈哈哈哈哈 【原微博】 @pbmmafsahf #3人伪造老干妈印章与腾讯签合同#她，全中国最火辣的女人他，全中国最无情的资本一场商战，将本不可能有交集的两人紧紧系到一起欢喜冤家，他告她诈骗同舟共济，她替他报警欢迎阅读今年阅文金榜小说－－《总裁虐身虐心：千万契约情人》 ??,478,70391,0,0,0,3人伪造老干妈印章与腾讯签合同,喜悦,其他, ,008fdbc58636425a08132f4961b353be,6f1e40e727d5bc3a5c44294a174e4331,5bcedae7ff1b34379b494a7916b8b960,a7053ea2b57be5039148128fe3cff4db,b7fd2836c9ef2aede4ddf29de80ededb,8d04c31f41519d4a754c3970ba194425
,太搞笑了吧[允悲]腾讯你醒醒啊 ,敏感,转发,7/1/2020 14:19,@央视新闻 【#警方通报3人伪造老干妈印章签合同#：已刑拘】今天，贵阳公安双龙分局发布通报：犯罪嫌疑人曹某（男，36岁）、刘某利（女，40岁）、郑某君（女，37岁）伪造老干妈公司印章，冒充该公司市场经营部经理，与腾讯公司签订合作协议。目前3人已被刑拘。案件正在办理中。 ??,橙V,河南, ,女,太搞笑了吧[允悲]腾讯你醒醒啊 【原微博】 @央视新闻 【#警方通报3人伪造老干妈印章签合同#：已刑拘】今天，贵阳公安双龙分局发布通报：犯罪嫌疑人曹某（男，36岁）、刘某利（女，40岁）、郑某君（女，37岁）伪造老干妈公司印章，冒充该公司市场经营部经理，与腾讯公司签订合作协议。目前3人已被刑拘。案件正在办理中。 ??,477,700,0,0,0,警方通报3人伪造老干妈印章签合同,悲伤,"贵州省,贵州,贵阳,贵阳市","[http://wx2.sinaimg.cn/bmiddle/9e5389bbly1ggbfjfrjbvj20f40kvgn8.jpg""]""",3f58baea52d15b435c7703986c75b81f,8926482a1cc29df4bc3085aa19fb6eb0,727172a4233261b0a595f7d778116c57,318fc95107fd4ff003a3167940091152,727172a4233261b0a595f7d778116c57,318fc95107fd4ff003a3167940091152
,哈哈哈哈哈哈哈哈哈 ,非敏感,转发,7/1/2020 15:11,@新浪科技 【#腾讯中午的辣椒酱突然不香了#】#3人伪造老干妈印章与腾讯签合同#消息一出，官方认证的#腾讯B站账号#发布动态称“中午的辣椒酱突然不香了”，网友：加点老干妈[doge]。#警方确认3人伪造老干妈印章与腾讯签合同#http://t.cn/A6yhbN3r ??,普通,贵州,六盘水,女,哈哈哈哈哈哈哈哈哈 【原微博】 @新浪科技 【#腾讯中午的辣椒酱突然不香了#】#3人伪造老干妈印章与腾讯签合同#消息一出，官方认证的#腾讯B站账号#发布动态称“中午的辣椒酱突然不香了”，网友：加点老干妈[doge]。#警方确认3人伪造老干妈印章与腾讯签合同#http://t.cn/A6yhbN3r ??,474,2019,0,0,0,3人伪造老干妈印章与腾讯签合同;警方确认3人伪造老干妈印章与腾讯签合同;腾讯B站账号;腾讯中午的辣椒酱突然不香了,喜悦,其他,"[http://wx3.sinaimg.cn/bmiddle/61e89b74ly1ggbgg144rlj20ku0fwajf.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/61e89b74ly1ggbgg13689j20hk09saas.jpg""]""",05f75487834a8cfb06f35fd5d3f00cfa,9bd1a750307205f7049e20a1684604a6,1963faff5bcaa471caff7013fe22b24a,f2404b35c832258bcf75dbe85b38d27c,1963faff5bcaa471caff7013fe22b24a,f2404b35c832258bcf75dbe85b38d27c
,哈哈哈哈哈哈哈//@神奇知识点:腾讯：“陶老太太，今天你这个钱还也得还，不还也得还！白纸黑字儿签着你的名儿……不然我就要上法院！” 陶碧华：“我说我不签，你非让我签，我签……告我去吧！” 腾讯：“我提醒您这可签着您的大名儿呢” 陶碧华：“我签的是啥？！” 腾讯：“老干妈？！” ,敏感,转发,7/1/2020 16:15,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??,达人,湖南, ,男,哈哈哈哈哈哈哈//@神奇知识点:腾讯：“陶老太太，今天你这个钱还也得还，不还也得还！白纸黑字儿签着你的名儿……不然我就要上法院！” 陶碧华：“我说我不签，你非让我签，我签……告我去吧！” 腾讯：“我提醒您这可签着您的大名儿呢” 陶碧华：“我签的是啥？！” 腾讯：“老干妈？！” 【原微博】 @头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??,473,9021,0,0,0,3人伪造老干妈印章与腾讯签合同,喜悦,"贵州省,贵州,贵阳,贵阳市","[http://wx3.sinaimg.cn/bmiddle/60718250ly1ggbeuuhy9xj20f40kvdha.jpg""]""",673981e05cf3a1cea7d7f8081cbbec70,8771f27a1364f08a49d14498e1fb817c,7bf5dc5bafe6356f9fd7e92a52093f8e,222dd65f8861d07c776f4310012e6877,7bf5dc5bafe6356f9fd7e92a52093f8e,222dd65f8861d07c776f4310012e6877
,赞一个，支持，加油！ ,非敏感,转发,7/2/2020 22:52,@京城最pretty #老干妈上架1000瓶辣椒酱回应腾讯# #老干妈回应被腾讯起诉# #老干妈上架1000瓶辣椒酱回应腾讯# #老干妈漂移火辣辣# #3人伪造老干妈印章与腾讯签合同# 油管博主采访纽约路人第一次吃老干妈火爆世界的华人第一女神的魅力如何？  http://t.cn/A6yZK0kq ??,普通,江西,赣州,男,赞一个，支持，加油！ 【原微博】 @京城最pretty #老干妈上架1000瓶辣椒酱回应腾讯# #老干妈回应被腾讯起诉# #老干妈上架1000瓶辣椒酱回应腾讯# #老干妈漂移火辣辣# #3人伪造老干妈印章与腾讯签合同# 油管博主采访纽约路人第一次吃老干妈火爆世界的华人第一女神的魅力如何？  http://t.cn/A6yZK0kq ??,471,298,0,0,0,3人伪造老干妈印章与腾讯签合同;老干妈上架1000瓶辣椒酱回应腾讯;老干妈回应被腾讯起诉;老干妈漂移火辣辣,喜悦,其他, ,013e176b1d3449058cdf054c465c7f72,b0a5debb5a93c14eecfb99aadc9f3ed2,ab60e3d917a4b6c563fa898fba9988bd,d4290b97f6ea43a9f42e518d7061eb46,ab60e3d917a4b6c563fa898fba9988bd,d4290b97f6ea43a9f42e518d7061eb46
,[doge][doge][doge] ,非敏感,转发,7/2/2020 9:45,@百度搜索 手里的瓜突然不香了……有一说一，这事与我无关。请大家不传谣不信谣，理性吃瓜。#3人伪造老干妈印章与腾讯签合同# ??,普通,山东, ,女,[doge][doge][doge] 【原微博】 @百度搜索 手里的瓜突然不香了……有一说一，这事与我无关。请大家不传谣不信谣，理性吃瓜。#3人伪造老干妈印章与腾讯签合同# ??,468,3747,0,0,0,3人伪造老干妈印章与腾讯签合同,喜悦,其他,"[http://wx2.sinaimg.cn/bmiddle/8d90b743ly1ggbkyh8gw5j20i60cen16.jpg""]""",6581b1743a21db4a9dc821e0af2953a1,bfef49c32d89273a8625bea0bcee6568,833fee6b5c348ac97eabf421855a9b0b,77354e09c86054889674cf7c386c3fd3,833fee6b5c348ac97eabf421855a9b0b,77354e09c86054889674cf7c386c3fd3
